symbol,date,open,high,close,low,volume
GDAXI,20240618,18073.44,18214.2,18131.97,18073.24,50840.14
GDAXI,20240617,18008.23,18149.33,18068.21,17969.54,57800.95
GDAXI,20240614,18267.68,18304.79,18002.02,17951.17,92504.81
GDAXI,20240613,18632.01,18632.01,18265.68,18253.42,72488.44
GDAXI,20240612,18368.52,18651.7,18630.86,18368.52,61486.44
GDAXI,20240611,18497.85,18543.04,18369.94,18281.56,63751.07
GDAXI,20240610,18550.33,18550.33,18494.89,18359.42,53445.67
GDAXI,20240607,18649.08,18649.08,18557.27,18424.6,61362.79
GDAXI,20240606,18576.58,18784.65,18652.67,18576.58,60870.66
GDAXI,20240605,18406.06,18624.36,18575.94,18406.06,63873.57
GDAXI,20240604,18608.3,18608.3,18405.64,18365.53,81374.44
GDAXI,20240603,18503.79,18697.09,18608.16,18503.79,54036.57
GDAXI,20240531,18495.22,18542.27,18497.94,18426.72,143859.63
GDAXI,20240530,18465.47,18531.85,18496.79,18394.43,52255.77
GDAXI,20240529,18677.7,18677.7,18473.29,18438.01,59417.65
GDAXI,20240528,18775.55,18855.05,18677.87,18635.04,52548.94
GDAXI,20240527,18703.13,18775.13,18774.71,18680.81,37206.0
GDAXI,20240524,18687.6,18706.65,18693.37,18515.84,53726.53
GDAXI,20240523,18682.48,18766.68,18691.32,18639.17,63593.55
GDAXI,20240522,18731.65,18731.65,18680.2,18642.2,57878.95
GDAXI,20240521,18768.64,18768.64,18726.76,18638.14,65668.63
GDAXI,20240520,18710.13,18804.0,18768.96,18710.13,41168.79
GDAXI,20240517,18713.25,18724.02,18704.42,18627.91,75985.69
GDAXI,20240516,18874.85,18890.78,18738.81,18716.33,76304.94
GDAXI,20240515,18719.81,18892.92,18869.36,18719.81,81625.5
GDAXI,20240514,18735.84,18748.76,18716.42,18629.03,73277.88
GDAXI,20240513,18773.24,18799.77,18742.22,18706.08,66353.56
GDAXI,20240510,18686.85,18845.86,18772.85,18686.85,87912.63
GDAXI,20240509,18498.09,18699.29,18686.6,18488.04,53602.4
GDAXI,20240508,18430.25,18542.1,18498.38,18427.26,74220.69
GDAXI,20240507,18175.21,18442.4,18430.05,18175.21,85347.06
GDAXI,20240506,18001.13,18199.15,18175.21,18001.13,46035.6
GDAXI,20240503,17900.15,18105.82,18001.6,17900.02,71247.81
GDAXI,20240502,17935.78,17981.04,17896.5,17875.98,71311.5
GDAXI,20240430,18119.93,18153.69,17932.17,17920.72,88190.25
GDAXI,20240429,18162.15,18235.8,18118.32,18103.43,77246.5
GDAXI,20240426,17920.73,18199.71,18161.01,17920.73,76008.44
GDAXI,20240425,18088.17,18100.75,17917.28,17795.96,101510.44
GDAXI,20240424,18140.19,18226.32,18088.7,18060.26,75084.25
GDAXI,20240423,17861.2,18144.66,18137.65,17861.2,68524.0
GDAXI,20240422,17738.04,17889.47,17860.8,17738.04,62450.77
GDAXI,20240419,17834.83,17834.87,17737.36,17626.9,
GDAXI,20240418,17775.41,17863.32,17837.4,17716.92,60688.01
GDAXI,20240417,17764.03,17907.58,17770.02,17731.79,55963.84
GDAXI,20240416,18022.17,18022.69,17766.23,17713.5,73179.19
GDAXI,20240415,17937.62,18191.95,18026.58,17937.62,43959.61
GDAXI,20240412,17965.95,18162.56,17930.32,17860.73,78985.69
GDAXI,20240411,18096.51,18101.31,17954.48,17864.69,84348.31
GDAXI,20240410,18078.89,18239.5,18097.3,17975.84,83336.81
GDAXI,20240409,18318.4,18318.51,18076.69,18058.22,65275.36
GDAXI,20240408,18163.39,18326.37,18318.97,18163.39,61062.49
GDAXI,20240405,18401.83,18401.83,18175.04,18088.03,77026.81
GDAXI,20240404,18366.37,18427.43,18403.13,18340.24,62517.99
GDAXI,20240403,18281.82,18376.08,18367.72,18281.82,76320.13
GDAXI,20240402,18492.36,18567.16,18283.13,18275.94,82065.31
GDAXI,20240328,18477.4,18513.83,18492.49,18468.87,75705.31
GDAXI,20240327,18385.17,18511.17,18477.09,18385.17,66335.69
GDAXI,20240326,18262.11,18411.98,18384.35,18256.81,58745.13
GDAXI,20240325,18206.36,18285.58,18261.31,18176.85,53796.93
GDAXI,20240322,18175.08,18225.97,18205.94,18140.99,68610.25
GDAXI,20240321,18019.86,18179.81,18179.25,18019.86,79089.69
GDAXI,20240320,17987.91,18044.49,18015.13,17955.69,61710.66
GDAXI,20240319,17932.18,17998.04,17987.49,17914.18,73416.13
GDAXI,20240318,17936.31,18015.49,17932.68,17902.92,63021.23
GDAXI,20240315,17938.14,18038.11,17936.65,17926.72,202822.63
GDAXI,20240314,18002.97,18039.05,17942.04,17899.93,93578.44
GDAXI,20240313,17984.5,18001.42,17961.38,17939.56,92874.75
GDAXI,20240312,17810.15,17973.22,17965.11,17746.89,91333.81
GDAXI,20240311,17690.95,17750.72,17746.27,17662.55,66631.56
GDAXI,20240308,17849.85,17860.51,17814.51,17795.13,67935.81
GDAXI,20240307,17648.89,17879.11,17842.85,17619.4,86677.56
GDAXI,20240306,17685.92,17745.16,17716.71,17682.51,91463.5
GDAXI,20240305,17682.78,17746.57,17698.4,17643.11,74173.75
GDAXI,20240304,17743.44,17756.39,17716.17,17684.73,61592.65
GDAXI,20240301,17793.47,17816.52,17735.07,17690.89,85762.56
GDAXI,20240229,17634.61,17742.48,17678.19,17620.11,102575.63
GDAXI,20240228,17569.61,17605.61,17601.22,17552.98,56616.92
GDAXI,20240227,17431.37,17563.41,17556.49,17428.17,59722.63
GDAXI,20240226,17396.74,17460.53,17423.23,17396.4,53155.09
GDAXI,20240223,17372.01,17443.74,17419.33,17354.76,76783.94
GDAXI,20240222,17326.76,17429.66,17370.45,17279.73,86124.44
GDAXI,20240221,17102.08,17157.95,17118.12,17063.25,59350.1
GDAXI,20240220,17066.23,17084.87,17068.43,17019.15,62678.8
GDAXI,20240219,17075.74,17098.61,17092.26,17049.22,43220.65
GDAXI,20240216,17117.37,17198.45,17117.44,17060.38,76371.75
GDAXI,20240215,17022.54,17089.12,17046.69,17003.82,83779.75
GDAXI,20240214,16872.89,16957.78,16945.48,16857.34,53710.42
GDAXI,20240213,16987.09,16991.61,16880.83,16831.53,62951.53
GDAXI,20240212,16975.99,17042.74,17037.35,16958.8,53283.29
GDAXI,20240209,16973.58,16993.12,16926.5,16876.36,61639.07
GDAXI,20240208,16936.14,17029.54,16963.83,16889.13,67409.44
GDAXI,20240207,17020.77,17021.55,16921.96,16907.15,93024.25
GDAXI,20240206,16965.89,17049.52,17033.24,16871.32,75481.0
GDAXI,20240205,16925.97,16972.62,16904.06,16859.0,69933.56
GDAXI,20240202,16977.75,17004.55,16918.21,16894.67,85800.69
GDAXI,20240201,16834.13,16915.92,16859.04,16821.6,89437.88
GDAXI,20240131,16972.47,16991.84,16903.76,16884.87,84377.94
GDAXI,20240130,16991.37,16999.58,16972.34,16946.56,60702.5
GDAXI,20240129,16925.39,16941.71,16941.71,16860.05,65939.06
GDAXI,20240126,16879.01,16967.72,16961.39,16849.31,84663.06
GDAXI,20240125,16849.76,16916.6,16906.92,16785.69,62008.96
GDAXI,20240124,16793.27,16921.41,16889.92,16760.92,74560.81
GDAXI,20240123,16753.09,16753.09,16627.09,16626.59,64343.83
GDAXI,20240122,16684.1,16705.49,16683.36,16607.72,67432.38
GDAXI,20240119,16626.53,16647.85,16555.13,16513.46,66126.31
GDAXI,20240118,16440.66,16579.12,16567.35,16421.2,72313.81
GDAXI,20240117,16400.42,16435.68,16431.69,16345.02,71429.13
GDAXI,20240116,16497.54,16581.93,16571.68,16476.09,73098.19
GDAXI,20240115,16723.24,16736.16,16622.22,16609.22,47790.05
GDAXI,20240112,16649.45,16752.24,16704.56,16608.0,62159.42
GDAXI,20240111,16775.92,16839.49,16547.03,16541.38,72201.13
GDAXI,20240110,16703.12,16753.69,16689.81,16654.99,61295.3
GDAXI,20240109,16743.27,16743.27,16688.36,16611.53,59794.02
GDAXI,20240108,16618.51,16716.47,16716.47,16517.49,55067.87
GDAXI,20240105,16504.88,16645.89,16594.21,16448.71,66762.44
GDAXI,20240104,16563.69,16626.84,16617.29,16501.4,65864.44
GDAXI,20240103,16771.35,16784.07,16538.39,16479.92,70830.25
GDAXI,20240102,16828.75,16963.47,16769.36,16648.8,59798.81
GDAXI,20231229,16729.26,16758.53,16751.64,16726.97,
GDAXI,20231228,16780.95,16783.79,16701.55,16688.52,36087.5
GDAXI,20231227,16727.77,16775.71,16742.07,16697.58,37677.85
GDAXI,20231222,16673.3,16735.32,16706.18,16651.78,46293.31
GDAXI,20231221,16667.31,16708.35,16687.42,16624.16,57870.56
GDAXI,20231220,16779.41,16789.96,16733.05,16694.56,63355.95
GDAXI,20231219,16657.44,16750.51,16744.41,16656.64,59215.77
GDAXI,20231218,16683.69,16744.27,16650.55,16624.65,56716.61
GDAXI,20231215,16822.5,16890.11,16751.44,16713.7,173645.88
GDAXI,20231214,16948.79,17003.28,16752.23,16670.35,141230.19
GDAXI,20231213,16811.56,16836.45,16766.05,16760.12,65413.44
GDAXI,20231212,16823.01,16837.18,16791.74,16753.81,67844.63
GDAXI,20231211,16760.59,16817.81,16794.43,16734.27,66730.63
GDAXI,20231208,16644.62,16782.72,16759.22,16630.18,77701.81
GDAXI,20231207,16623.89,16655.3,16628.99,16595.11,76800.94
GDAXI,20231206,16565.65,16727.07,16656.44,16536.12,78577.44
GDAXI,20231205,16405.14,16551.34,16533.11,16394.02,63908.29
GDAXI,20231204,16390.17,16455.68,16404.76,16386.8,52132.48
GDAXI,20231201,16296.92,16399.06,16397.52,16279.45,68136.75
GDAXI,20231130,16204.74,16262.96,16215.43,16169.11,108519.5
GDAXI,20231129,16013.16,16208.97,16166.45,16010.48,69327.38
GDAXI,20231128,15939.19,15993.42,15992.67,15915.4,60596.56
GDAXI,20231127,16007.26,16039.42,15966.37,15957.96,50548.13
GDAXI,20231124,15988.19,16041.17,16029.49,15972.67,46226.6
GDAXI,20231123,15976.62,16005.45,15994.73,15958.06,38709.27
GDAXI,20231122,15965.13,15998.41,15957.82,15931.74,58755.82
GDAXI,20231121,15911.02,15948.07,15900.53,15891.31,70922.44
GDAXI,20231120,15915.24,15929.93,15901.33,15854.82,93511.75
GDAXI,20231117,15828.78,15952.45,15919.16,15826.67,81125.56
GDAXI,20231116,15806.91,15862.09,15786.61,15783.51,68437.25
GDAXI,20231115,15631.67,15759.84,15748.17,15628.19,91661.0
GDAXI,20231114,15358.59,15632.44,15614.43,15337.6,98892.19
GDAXI,20231113,15285.12,15346.79,15345.0,15252.27,65162.11
GDAXI,20231110,15296.58,15309.52,15234.39,15171.58,76957.38
GDAXI,20231109,15246.5,15364.49,15352.54,15212.99,68372.63
GDAXI,20231108,15093.48,15287.73,15229.6,15086.41,107584.5
GDAXI,20231107,15084.79,15194.53,15152.64,15068.25,62048.02
GDAXI,20231106,15219.32,15223.41,15135.97,15110.84,59205.26
GDAXI,20231103,15203.8,15269.5,15189.25,15149.72,93570.0
GDAXI,20231102,15033.65,15202.43,15143.6,15028.03,89444.69
GDAXI,20231101,14851.96,14949.58,14923.27,14786.32,63402.77
GDAXI,20231031,14741.44,14829.62,14810.34,14722.38,75322.88
GDAXI,20231030,14770.95,14798.0,14716.54,14678.73,75990.0
GDAXI,20231027,14757.11,14824.29,14687.41,14667.37,86538.44
GDAXI,20231026,14696.22,14795.41,14731.05,14655.08,121795.19
GDAXI,20231025,14870.63,14933.69,14892.18,14789.63,88083.38
GDAXI,20231024,14802.52,14916.6,14879.94,14750.32,62015.81
GDAXI,20231023,14823.03,14838.01,14800.72,14630.21,61259.15
GDAXI,20231020,14872.02,14936.49,14798.47,14798.47,90603.69
GDAXI,20231019,15060.65,15104.37,15045.23,14984.59,69910.63
GDAXI,20231018,15244.05,15271.15,15094.91,15081.69,62491.68
GDAXI,20231017,15211.29,15288.32,15251.69,15117.24,49411.35
GDAXI,20231016,15219.42,15271.51,15237.99,15103.12,55487.9
GDAXI,20231013,15400.09,15409.89,15186.66,15178.07,
GDAXI,20231012,15537.87,15575.28,15425.03,15413.2,52453.5
GDAXI,20231011,15366.78,15486.11,15460.01,15361.74,65776.13
GDAXI,20231010,15272.57,15443.45,15423.52,15272.57,62640.03
GDAXI,20231009,15143.29,15201.06,15128.11,15077.66,52461.44
GDAXI,20231006,15109.16,15230.89,15229.77,15033.55,65512.64
GDAXI,20231005,15113.94,15157.7,15070.22,15048.42,47644.3
GDAXI,20231004,14979.81,15174.63,15099.92,14948.08,74991.19
GDAXI,20231003,15184.49,15257.86,15085.21,15074.85,64876.59
GDAXI,20231002,15439.96,15476.38,15247.21,15192.01,61394.83
GDAXI,20230929,15394.82,15515.99,15386.58,15382.56,110121.5
GDAXI,20230928,15229.1,15323.73,15323.5,15138.66,60114.8
GDAXI,20230927,15225.58,15299.68,15217.45,15194.68,72309.5
GDAXI,20230926,15330.91,15360.43,15255.87,15229.35,69654.38
GDAXI,20230925,15513.32,15572.14,15405.49,15329.4,64519.74
GDAXI,20230922,15473.8,15592.27,15557.29,15471.75,70196.0
GDAXI,20230921,15650.98,15696.66,15571.86,15548.69,65993.06
GDAXI,20230920,15703.09,15810.36,15781.59,15699.34,54730.75
GDAXI,20230919,15688.07,15743.9,15664.48,15630.94,53580.24
GDAXI,20230918,15858.81,15870.62,15727.12,15693.87,58885.26
GDAXI,20230915,15940.39,15989.3,15893.53,15871.17,179774.63
GDAXI,20230914,15652.41,15824.06,15805.29,15588.12,77602.38
GDAXI,20230913,15648.92,15726.6,15654.03,15564.64,68860.0
GDAXI,20230912,15804.08,15808.38,15715.53,15686.34,58023.88
GDAXI,20230911,15799.42,15867.57,15800.99,15771.07,65429.82
GDAXI,20230908,15777.56,15783.38,15740.3,15577.04,63807.76
GDAXI,20230907,15661.66,15794.72,15718.66,15661.38,59327.25
GDAXI,20230906,15712.59,15781.89,15741.37,15676.51,63029.27
GDAXI,20230905,15729.78,15838.44,15771.71,15691.49,73314.31
GDAXI,20230904,15904.63,15958.74,15824.85,15795.97,34750.87
GDAXI,20230901,15936.34,15984.59,15840.34,15840.25,54036.95
GDAXI,20230831,15937.39,16042.66,15947.08,15914.43,92696.75
GDAXI,20230830,15956.92,15960.4,15891.93,15823.33,49478.3
GDAXI,20230829,15844.76,15942.12,15930.88,15805.42,49733.7
GDAXI,20230828,15756.47,15804.95,15792.61,15673.89,43470.2
GDAXI,20230825,15582.95,15739.78,15631.82,15578.97,44313.14
GDAXI,20230824,15876.22,15896.74,15621.49,15618.69,48248.61
GDAXI,20230823,15761.25,15820.95,15728.41,15672.43,53424.4
GDAXI,20230822,15684.64,15799.34,15705.62,15677.44,42800.03
GDAXI,20230821,15573.95,15710.21,15603.28,15571.82,45247.05
GDAXI,20230818,15597.12,15612.88,15574.26,15468.65,59865.88
GDAXI,20230817,15712.94,15793.53,15676.9,15664.3,48596.71
GDAXI,20230816,15737.02,15814.66,15789.45,15725.1,39651.15
GDAXI,20230815,15909.57,15923.13,15767.28,15703.03,45352.19
GDAXI,20230814,15818.21,15937.78,15904.25,15817.59,43597.86
GDAXI,20230811,15927.79,15962.45,15832.17,15803.08,60295.18
GDAXI,20230810,15921.42,16060.27,15996.52,15880.41,74903.25
GDAXI,20230809,15918.06,15983.78,15852.58,15831.08,65504.68
GDAXI,20230808,15868.31,15946.57,15774.93,15706.31,
GDAXI,20230807,15877.54,15962.61,15950.76,15824.78,68239.88
GDAXI,20230804,15917.01,15973.96,15951.86,15784.52,77041.25
GDAXI,20230803,15879.03,15920.32,15893.38,15807.85,82595.69
GDAXI,20230802,16027.65,16140.76,16020.02,15955.31,74387.0
GDAXI,20230801,16414.79,16430.66,16240.4,16240.4,63445.92
GDAXI,20230731,16434.66,16528.97,16446.83,16427.47,60742.56
