symbol,date,open,high,close,low,volume
000300.SH,20240618,3533.4875,3551.7085,3545.5902,3532.7845,123671838.0
000300.SH,20240617,3521.4365,3540.7932,3536.1986,3520.7381,137433438.0
000300.SH,20240614,3514.7998,3547.1473,3541.5331,3503.5233,171516942.0
000300.SH,20240613,3548.2162,3551.0771,3526.1306,3520.1802,123245462.0
000300.SH,20240612,3539.0947,3551.1706,3544.1225,3531.5657,122813729.0
000300.SH,20240611,3555.8186,3565.3113,3542.8771,3525.8945,134522306.0
000300.SH,20240607,3594.6335,3603.0698,3574.1143,3552.0853,131103026.0
000300.SH,20240606,3602.1554,3625.0109,3592.2454,3584.171,137893517.0
000300.SH,20240605,3610.3601,3623.3232,3594.7936,3594.1056,110906766.0
000300.SH,20240604,3583.8104,3622.5012,3615.6714,3580.2771,124545096.0
000300.SH,20240603,3577.3798,3600.6044,3588.7483,3567.8713,141054591.0
000300.SH,20240531,3599.8196,3614.6439,3579.9247,3579.9247,112462019.0
000300.SH,20240530,3607.0522,3624.0352,3594.3121,3586.7543,122602995.0
000300.SH,20240529,3609.0708,3633.1971,3613.5223,3602.8198,115906321.0
000300.SH,20240528,3633.2535,3638.9703,3609.1724,3605.9213,123532238.0
000300.SH,20240527,3606.645,3638.1514,3635.7079,3603.7131,131272644.0
000300.SH,20240524,3630.827,3650.8734,3601.4754,3599.6678,124791177.0
000300.SH,20240523,3672.8403,3674.3654,3641.7917,3633.5051,142572990.0
000300.SH,20240522,3675.6471,3691.8804,3684.451,3667.0885,151914605.0
000300.SH,20240521,3682.2868,3684.6106,3676.1611,3665.1524,130678283.0
000300.SH,20240520,3682.0615,3703.0287,3690.9623,3677.4426,184609423.0
000300.SH,20240517,3638.5613,3677.9696,3677.9696,3627.447,164570417.0
000300.SH,20240516,3636.6007,3657.4831,3640.3592,3626.334,154630503.0
000300.SH,20240515,3651.0536,3656.5277,3626.0559,3624.002,123522764.0
000300.SH,20240514,3668.2254,3675.776,3657.0454,3646.7092,133406490.0
000300.SH,20240513,3646.3491,3673.6211,3664.6907,3634.6049,157267455.0
000300.SH,20240510,3669.0869,3674.6088,3666.2771,3641.7639,150720536.0
000300.SH,20240509,3630.4142,3669.7593,3664.561,3630.4142,146559017.0
000300.SH,20240508,3650.7484,3650.9355,3630.2233,3628.6984,130035336.0
000300.SH,20240507,3657.0007,3665.684,3659.0076,3648.376,164834286.0
000300.SH,20240506,3654.0485,3668.2565,3657.8767,3645.738,208018007.0
000300.SH,20240430,3619.2586,3630.7092,3604.3943,3604.3943,191296899.0
000300.SH,20240429,3584.5427,3645.8229,3623.9124,3578.7597,222721381.0
000300.SH,20240426,3531.9647,3588.4003,3584.2686,3531.9647,197216133.0
000300.SH,20240425,3510.6396,3543.9699,3530.2813,3505.1999,115187722.0
000300.SH,20240424,3514.0108,3524.537,3521.6219,3495.6494,121739851.0
000300.SH,20240423,3525.6681,3533.7584,3506.2249,3499.9838,143113504.0
000300.SH,20240422,3536.1844,3558.1642,3530.9045,3528.0186,150579042.0
000300.SH,20240419,3550.6087,3560.9492,3541.6619,3529.3237,147281505.0
000300.SH,20240418,3550.5562,3602.7902,3569.8018,3547.5996,178574105.0
000300.SH,20240417,3509.1318,3565.9389,3565.403,3498.0324,168466398.0
000300.SH,20240416,3533.3636,3545.5034,3511.1146,3503.6158,176153065.0
000300.SH,20240415,3473.5047,3552.4125,3549.0759,3473.5047,183941250.0
000300.SH,20240412,3505.7499,3516.6988,3475.8389,3470.0611,128921116.0
000300.SH,20240411,3485.0294,3520.5893,3504.2447,3484.9252,126534395.0
000300.SH,20240410,3528.9679,3531.2295,3504.7086,3490.0525,128790274.0
000300.SH,20240409,3533.3849,3543.7141,3533.4871,3518.8601,129670942.0
000300.SH,20240408,3553.5554,3567.82,3536.4077,3535.7688,155304283.0
000300.SH,20240403,3578.6835,3582.4324,3567.8031,3558.874,135592331.0
000300.SH,20240402,3593.2206,3596.1903,3580.6759,3568.7539,141272972.0
