symbol,date,open,high,close,low,volume
000012.SH,20240603,212.7422,212.7664,212.6966,212.6966,22534901.0
000012.SH,20240531,212.8307,212.8307,212.6934,212.6651,17323176.0
000012.SH,20240530,212.7685,212.8317,212.819,212.7532,25356226.0
000012.SH,20240529,212.6827,212.7627,212.7518,212.6745,23371188.0
000012.SH,20240528,212.5192,212.6861,212.6615,212.4715,20824271.0
000012.SH,20240527,212.5028,212.5267,212.5027,212.4783,21122697.0
000012.SH,20240524,212.6233,212.6339,212.4549,212.3937,20377806.0
000012.SH,20240523,212.5413,212.6194,212.6068,212.5413,19084194.0
000012.SH,20240522,212.3825,212.6265,212.5275,212.3666,16212768.0
000012.SH,20240521,212.4744,212.4744,212.3665,212.3147,17744277.0
000012.SH,20240520,212.3607,212.4678,212.4579,212.3403,22790235.0
000012.SH,20240517,212.3599,212.3599,212.3115,212.3081,16101294.0
000012.SH,20240516,212.3806,212.3806,212.3447,212.3375,15286905.0
000012.SH,20240515,212.3284,212.3777,212.3643,212.3113,22641603.0
000012.SH,20240514,212.2016,212.3289,212.3123,212.2016,18810053.0
000012.SH,20240513,212.0104,212.2033,212.1852,211.9906,21300926.0
000012.SH,20240510,212.0559,212.0773,211.9616,211.9516,16777896.0
000012.SH,20240509,212.1151,212.1153,212.0397,212.0282,17684319.0
000012.SH,20240508,212.1251,212.1373,212.1004,212.0945,17785675.0
000012.SH,20240507,212.0097,212.1181,212.11,212.0097,16316308.0
000012.SH,20240506,211.9524,212.0103,211.9933,211.944,12453077.0
000012.SH,20240430,211.7749,211.8729,211.8548,211.7646,8065146.0
000012.SH,20240429,212.0097,212.0097,211.7601,211.6401,7489908.0
000012.SH,20240426,212.0566,212.3644,211.9653,211.9451,11228966.0
000012.SH,20240425,212.0612,212.0638,212.0404,212.0256,21104327.0
000012.SH,20240424,212.1409,212.1409,212.0452,212.0345,17838330.0
000012.SH,20240423,212.0728,212.1544,212.1231,212.0564,21656054.0
000012.SH,20240422,211.9505,212.059,212.0563,211.9505,22343788.0
000012.SH,20240419,211.8423,211.9133,211.9018,211.8423,19094291.0
000012.SH,20240418,211.6738,211.8385,211.8259,211.6726,19005341.0
000012.SH,20240417,211.6025,211.6601,211.6574,211.5998,20553571.0
000012.SH,20240416,211.6059,211.6145,211.583,211.4749,18867848.0
000012.SH,20240415,211.6733,211.7211,211.5898,211.5726,17617888.0
000012.SH,20240412,211.1664,211.643,211.6239,211.1664,21147877.0
000012.SH,20240411,210.7522,211.2533,211.15,210.7472,23758272.0
000012.SH,20240410,210.5355,210.7877,210.7361,210.4924,26849494.0
000012.SH,20240409,210.1951,210.5319,210.5234,210.1951,24796907.0
000012.SH,20240408,210.3171,210.3175,210.1789,210.1545,21068796.0
000012.SH,20240403,210.1199,210.2878,210.2401,210.1199,18222800.0
000012.SH,20240402,210.0689,210.1114,210.1031,210.0603,21030505.0
000012.SH,20240401,210.1377,210.1378,210.0532,210.0055,17877450.0
000012.SH,20240329,210.0188,210.1087,210.0888,210.0024,19261867.0
000012.SH,20240328,209.9043,210.0036,210.0023,209.9043,26792914.0
000012.SH,20240327,209.884,209.9047,209.888,209.8741,24185841.0
000012.SH,20240326,210.0071,210.0236,209.8679,209.8659,26308280.0
000012.SH,20240325,210.0751,210.0751,209.9909,209.9862,21480821.0
000012.SH,20240322,209.8734,210.0795,210.026,209.8734,22999489.0
000012.SH,20240321,209.9396,209.9426,209.8572,209.751,30616870.0
000012.SH,20240320,209.868,209.9232,209.9232,209.8566,28107859.0
000012.SH,20240319,209.694,209.8657,209.8515,209.694,31408351.0
000012.SH,20240318,209.5743,209.6857,209.6768,209.5716,37042971.0
000012.SH,20240315,209.4835,209.6006,209.5252,209.4647,41896111.0
