date,open,close,high,low,volume,amount,symbol
20150804,323.28,334.76,335.36,322.26,31890600,4468935168.0,000832.SH
20150805,336.09,332.59,339.05,331.34,22343600,3196058608.0,000832.SH
20150806,331.27,333.66,337.44,329.43,23346300,3335602560.0,000832.SH
20150807,338.72,345.7,350.61,338.72,27530100,4061426384.0,000832.SH
20150810,351.92,365.27,367.66,349.84,34516400,5304374784.0,000832.SH
20150811,366.46,352.18,366.88,350.73,31028800,4852041984.0,000832.SH
20150812,349.41,343.95,354.67,342.93,21715500,3224375136.0,000832.SH
20150813,346.01,350.59,352.66,345.03,23474700,3502236528.0,000832.SH
20150814,357.06,348.71,357.97,348.0,17366200,2656513488.0,000832.SH
20150817,349.6,346.12,350.66,340.99,20520400,3052689888.0,000832.SH
20150818,348.12,324.89,348.34,323.98,17126700,2457185056.0,000832.SH
20150819,322.79,328.32,331.55,321.86,22370200,3138189728.0,000832.SH
20150820,327.1,320.25,328.44,319.99,13326000,1863401536.0,000832.SH
20150821,316.96,312.7,321.27,312.56,18225600,2453218656.0,000832.SH
20150824,309.73,283.01,309.73,280.11,21603200,2682470656.0,000832.SH
20150825,276.93,277.59,290.38,276.38,26893200,3246058336.0,000832.SH
20150826,284.6,283.41,293.1,279.96,37711000,4617724416.0,000832.SH
20150827,290.4,293.78,296.87,288.46,27696300,3466408128.0,000832.SH
20150828,298.41,302.43,302.79,296.89,30003800,3852514816.0,000832.SH
20150831,300.12,297.0,300.51,296.24,19015400,2426878832.0,000832.SH
20150901,297.42,291.37,297.95,291.3,12541600,1587247984.0,000832.SH
20150902,289.05,289.33,296.64,287.63,18142700,2267611392.0,000832.SH
20150907,292.89,292.46,300.08,292.21,15516200,1960988032.0,000832.SH
20150908,293.27,303.37,304.84,293.25,20406600,2603443920.0,000832.SH
20150909,306.15,310.05,315.32,305.35,26861700,3587746480.0,000832.SH
20150910,306.96,302.65,313.37,302.46,22227000,2958621424.0,000832.SH
20150911,305.1,304.39,307.72,302.46,15441600,2019269392.0,000832.SH
20150914,308.52,295.71,309.09,294.47,13765800,1784121712.0,000832.SH
20150915,294.62,291.93,296.52,291.24,10741700,1355462144.0,000832.SH
20150916,294.11,301.73,302.29,292.29,22537800,2867486832.0,000832.SH
20150917,301.57,299.75,305.12,299.26,21546100,2807050352.0,000832.SH
20150918,301.42,301.8,303.93,300.64,12865600,1678299904.0,000832.SH
20150921,301.78,311.27,312.65,301.23,13738400,1819009792.0,000832.SH
20150922,311.63,312.41,314.55,310.65,13368900,1797486032.0,000832.SH
20150923,310.57,308.88,312.63,308.69,9435300,1261979712.0,000832.SH
20150924,310.46,309.69,311.8,308.94,8543300,1140034752.0,000832.SH
20150925,309.42,305.89,310.04,304.09,5946300,785372624.0,000832.SH
20150928,306.97,306.75,307.28,303.67,4599500,605146816.0,000832.SH
20150929,305.49,303.12,306.09,301.94,5443300,710250336.0,000832.SH
20150930,304.53,305.11,305.94,303.71,4232400,552625648.0,000832.SH
20151008,307.61,306.9,310.66,306.78,3468400,458293344.0,000832.SH
20151009,307.24,308.95,309.11,306.94,3211300,425303680.0,000832.SH
20151012,309.28,314.22,315.34,309.28,6150400,881229408.0,000832.SH
20151013,314.14,315.55,315.99,313.73,6451800,939985344.0,000832.SH
20151014,315.6,314.82,316.74,314.76,4546400,673654176.0,000832.SH
20151015,315.35,317.39,317.86,315.08,5782100,851626352.0,000832.SH
20151016,318.72,319.15,319.99,317.51,5978100,917912320.0,000832.SH
20151019,319.69,317.37,319.76,317.37,4901800,748911104.0,000832.SH
20151020,317.84,319.49,319.5,317.71,3472100,534274352.0,000832.SH
20151021,319.4,315.87,319.87,315.58,4121500,622737360.0,000832.SH
20151022,315.8,317.73,318.09,315.8,4280700,642499296.0,000832.SH
20151023,318.41,319.77,319.84,318.2,3692400,579235632.0,000832.SH
20151026,321.2,318.78,321.26,318.06,3493300,545559552.0,000832.SH
20151027,318.68,319.02,319.2,315.22,4658300,710781392.0,000832.SH
20151028,318.75,317.43,319.07,317.31,3825000,588168048.0,000832.SH
20151029,317.74,317.24,318.33,316.87,2783800,431040528.0,000832.SH
20151030,317.21,318.18,318.51,316.3,2121300,325497840.0,000832.SH
20151102,317.48,314.43,318.35,314.41,3180200,483320304.0,000832.SH
20151103,314.83,315.07,315.6,314.17,2511500,371340672.0,000832.SH
20151104,315.34,319.62,319.66,315.29,4797800,725928512.0,000832.SH
20151105,319.63,319.9,324.16,319.29,6665500,1056901184.0,000832.SH
20151106,320.1,324.41,324.46,320.01,4679400,747421936.0,000832.SH
20151109,324.46,321.01,327.02,320.83,5236500,852089744.0,000832.SH
20151110,321.24,322.52,323.84,320.99,3739300,592137184.0,000832.SH
20151111,323.9,322.62,325.18,322.04,3626400,581149648.0,000832.SH
20151112,324.26,322.7,324.26,321.54,2527900,401139072.0,000832.SH
20151113,322.52,320.34,322.52,320.03,2532700,394643584.0,000832.SH
20151116,320.52,321.18,321.22,319.23,3159600,483487216.0,000832.SH
20151117,321.92,319.39,323.33,318.94,4198000,639749488.0,000832.SH
20151118,319.65,316.5,320.01,315.91,5980400,867132768.0,000832.SH
20151119,317.01,321.53,321.71,316.42,5455000,808943024.0,000832.SH
20151120,321.85,322.55,323.85,320.98,4670800,712429136.0,000832.SH
20151123,321.6,320.91,321.98,320.56,1413100,213809964.0,000832.SH
20151124,320.92,319.71,321.26,318.77,1595500,238152898.0,000832.SH
20151125,319.46,320.4,320.87,319.11,1731300,258653514.0,000832.SH
20151126,320.66,319.79,321.11,319.74,1547700,231453395.0,000832.SH
20151127,319.73,317.93,319.73,317.15,1086600,159777998.0,000832.SH
20151130,318.01,318.59,318.95,316.85,1548100,226284258.0,000832.SH
20151201,318.24,319.62,320.68,318.1,2314300,343843408.0,000832.SH
20151202,319.94,319.92,320.9,317.88,3101800,466655968.0,000832.SH
20151203,319.9,320.63,321.03,319.64,1802600,273726704.0,000832.SH
20151204,320.68,319.69,320.92,319.46,1239300,187108834.0,000832.SH
20151207,353.7,345.15,357.27,342.45,16723500,2564155728.0,000832.SH
20151208,345.68,338.4,345.74,337.61,12157900,1819015328.0,000832.SH
20151209,337.1,331.97,337.1,331.88,8715900,1271441408.0,000832.SH
20151210,331.35,330.35,333.2,330.28,2875000,414323440.0,000832.SH
20151211,330.84,327.8,331.05,327.31,3166000,449876224.0,000832.SH
20151214,327.98,330.81,331.22,327.1,3773100,537351744.0,000832.SH
20151215,330.78,330.97,332.24,329.94,1994300,286255024.0,000832.SH
20151216,331.56,331.59,333.57,331.02,2158600,312458272.0,000832.SH
20151217,333.72,332.83,335.62,331.76,2805600,407986144.0,000832.SH
20151218,332.31,330.59,332.81,329.94,1733700,248970173.0,000832.SH
20151221,330.9,331.7,332.33,330.3,2050300,298038544.0,000832.SH
20151222,332.26,332.06,332.39,330.8,1357600,195080120.0,000832.SH
20151223,332.06,331.26,332.18,329.95,1286400,185167007.0,000832.SH
20151224,331.12,331.71,331.74,329.66,851300,121857783.0,000832.SH
20151225,331.23,330.38,331.84,330.05,1836700,267225556.0,000832.SH
20151228,330.6,325.43,330.73,324.62,2064400,293023104.0,000832.SH
20151229,325.43,324.35,326.05,323.76,2608500,365858448.0,000832.SH
20151230,324.51,322.59,324.87,321.75,3227700,449214848.0,000832.SH
20151231,322.89,321.1,323.67,319.48,3317000,459446032.0,000832.SH
20160104,321.43,312.94,321.93,312.47,927700,126367502.0,000832.SH
20160105,311.6,309.51,314.41,308.92,2758100,367997280.0,000832.SH
20160106,310.3,310.27,310.98,309.41,2070500,274130912.0,000832.SH
20160107,309.51,303.94,309.51,301.7,201800,26299205.0,000832.SH
20160108,307.51,302.44,307.94,299.72,5815600,747875056.0,000832.SH
20160111,302.57,297.97,302.57,297.62,4438400,556119392.0,000832.SH
20160112,298.35,302.9,305.93,298.35,4718500,599212784.0,000832.SH
20160113,303.9,302.29,305.09,301.81,2896800,371977712.0,000832.SH
20160114,301.74,307.98,308.49,299.44,4407600,569180688.0,000832.SH
20160115,309.05,305.92,309.77,305.5,2153100,280609872.0,000832.SH
20160118,305.83,302.01,306.4,301.3,3440700,449848048.0,000832.SH
20160119,302.81,293.02,302.81,289.64,6299700,777170752.0,000832.SH
20160120,292.69,282.3,292.69,282.27,5188000,615069520.0,000832.SH
20160121,280.46,279.88,285.57,278.48,2560600,301605264.0,000832.SH
20160122,281.98,282.12,284.02,279.26,2710900,319632720.0,000832.SH
20160125,284.32,288.17,290.55,283.63,2854700,345458256.0,000832.SH
20160126,287.39,281.08,289.03,280.55,3121100,370741552.0,000832.SH
20160127,281.72,282.7,282.74,278.51,3815000,442562656.0,000832.SH
20160128,282.67,284.44,287.72,282.15,3752900,444051728.0,000832.SH
20160129,285.32,287.44,287.99,284.43,3346200,397914512.0,000832.SH
20160201,287.58,288.06,289.0,287.48,4877000,563683328.0,000832.SH
20160202,288.49,290.88,291.63,288.18,7087500,821298368.0,000832.SH
20160203,290.44,291.28,291.5,289.5,4650600,548064848.0,000832.SH
20160204,291.38,293.09,293.39,291.38,3975000,461067072.0,000832.SH
20160205,293.4,292.48,294.31,292.12,2758500,326751840.0,000832.SH
20160215,291.72,294.49,295.03,289.23,4982500,622484768.0,000832.SH
20160216,294.89,299.29,299.43,294.66,9091000,1059420192.0,000832.SH
20160217,299.35,302.25,303.25,298.54,10387600,1210928720.0,000832.SH
20160218,303.39,305.23,306.91,303.39,13709900,1617094992.0,000832.SH
20160219,305.19,302.42,305.5,301.9,8938100,1037594080.0,000832.SH
20160222,303.37,302.77,304.4,301.47,10897600,1293794480.0,000832.SH
20160223,303.08,300.54,303.37,299.23,5280700,633653808.0,000832.SH
20160224,300.5,299.04,300.74,295.95,6873800,801763248.0,000832.SH
20160225,298.84,292.78,298.84,290.85,5003200,573184592.0,000832.SH
20160226,293.34,291.6,294.45,290.15,3527600,408111264.0,000832.SH
20160229,292.62,288.33,292.62,287.2,4893300,563601408.0,000832.SH
20160301,288.86,290.77,291.96,288.48,8062000,932871088.0,000832.SH
20160302,290.93,296.7,297.27,290.89,11867100,1392067168.0,000832.SH
20160303,297.15,295.02,298.71,294.95,9792500,1167671568.0,000832.SH
20160304,295.17,292.82,297.07,292.16,9680000,1119622800.0,000832.SH
20160307,293.34,294.04,296.35,293.34,6818300,788570864.0,000832.SH
20160308,294.12,294.54,294.77,291.78,3783700,440802608.0,000832.SH
20160309,294.17,293.42,294.17,292.48,3989100,461872816.0,000832.SH
20160310,293.71,292.03,294.35,291.82,3618800,419734448.0,000832.SH
20160311,291.7,292.21,292.62,291.42,3548500,417945776.0,000832.SH
20160314,292.39,294.27,295.34,292.39,5715100,676287440.0,000832.SH
20160315,294.83,293.82,295.74,292.65,2864100,340309952.0,000832.SH
20160316,294.12,293.42,294.48,293.19,2646400,312018960.0,000832.SH
20160317,293.45,296.28,296.37,293.45,4926400,592751920.0,000832.SH
20160318,296.29,301.74,302.45,295.89,10724500,1306349856.0,000832.SH
20160321,302.47,301.55,304.82,300.34,11144600,1351335360.0,000832.SH
20160322,301.56,300.19,301.56,299.7,6764900,819311056.0,000832.SH
20160323,300.17,299.85,300.93,299.11,4935700,589726640.0,000832.SH
20160324,299.76,298.96,299.84,298.71,2411700,293094320.0,000832.SH
20160325,298.96,299.09,299.64,298.87,1394100,169297087.0,000832.SH
20160328,299.18,296.51,300.13,296.45,3328700,400595536.0,000832.SH
20160329,296.76,294.73,296.93,293.66,3621400,427001696.0,000832.SH
20160330,294.94,296.05,296.13,294.94,3613200,428898240.0,000832.SH
20160331,296.52,295.18,297.23,295.1,4238000,506169056.0,000832.SH
20160401,295.16,295.59,295.78,294.72,3804500,467602160.0,000832.SH
20160405,295.76,299.16,299.22,295.32,6360900,784524032.0,000832.SH
20160406,299.07,299.08,299.62,298.03,4765800,581278688.0,000832.SH
20160407,299.02,297.25,299.76,297.2,5133200,623958384.0,000832.SH
20160408,297.26,295.82,297.27,295.52,3638000,441342960.0,000832.SH
20160411,296.53,298.43,299.5,296.53,7210300,877499920.0,000832.SH
20160412,298.75,298.28,298.76,297.66,2711200,335869840.0,000832.SH
20160413,298.28,301.14,302.24,298.28,16182000,1993963072.0,000832.SH
20160414,301.39,300.9,302.41,300.53,4860200,589151840.0,000832.SH
20160415,301.05,297.82,301.1,297.75,8700900,1055470720.0,000832.SH
20160418,297.9,295.97,297.91,295.67,3551900,431031376.0,000832.SH
20160419,297.15,296.05,297.83,295.64,5782300,724815632.0,000832.SH
20160420,296.04,292.97,297.72,291.53,7869000,958153584.0,000832.SH
20160421,293.1,291.2,293.26,291.03,5350200,634336208.0,000832.SH
20160422,291.25,291.05,291.48,290.23,3571100,430591104.0,000832.SH
20160425,291.03,289.24,291.13,288.57,4244500,503262416.0,000832.SH
20160426,289.24,287.87,289.71,286.97,3926000,464562160.0,000832.SH
20160427,287.86,288.47,289.4,287.76,3556100,422238128.0,000832.SH
20160428,288.45,287.17,288.74,286.98,2563200,305253840.0,000832.SH
20160429,287.22,286.99,287.47,286.57,2628900,304617744.0,000832.SH
20160503,287.01,290.48,290.68,287.01,2966100,353843392.0,000832.SH
20160504,290.48,290.34,290.92,289.82,3107800,378584672.0,000832.SH
20160505,290.38,289.85,290.77,288.89,3789100,444423152.0,000832.SH
20160506,289.85,287.62,290.28,287.45,5178200,613016448.0,000832.SH
20160509,287.62,284.61,287.62,283.94,7614000,883226768.0,000832.SH
20160510,284.55,285.6,285.7,284.0,5084500,592709536.0,000832.SH
20160511,285.68,285.21,286.0,284.62,1823800,217201447.0,000832.SH
20160512,284.98,286.04,286.11,283.39,2761300,321693184.0,000832.SH
20160513,286.15,285.78,287.02,285.59,2023300,238673589.0,000832.SH
20160516,286.0,286.98,287.04,285.29,2113200,247760883.0,000832.SH
20160517,287.0,285.92,287.08,285.7,1952000,232037050.0,000832.SH
20160518,285.89,284.02,285.89,283.66,1626300,191882408.0,000832.SH
20160519,284.38,282.32,284.48,282.14,2301900,272070320.0,000832.SH
20160520,282.33,282.26,283.1,281.71,1637100,196795662.0,000832.SH
20160523,282.36,283.04,283.62,282.36,2361900,287479280.0,000832.SH
20160524,283.03,282.81,283.1,282.18,1841500,217842788.0,000832.SH
20160525,282.91,281.81,283.17,281.64,1648300,192493880.0,000832.SH
20160526,281.85,281.0,281.98,279.93,2437000,286508736.0,000832.SH
20160527,280.96,281.07,281.73,280.47,1406700,163979257.0,000832.SH
20160530,281.04,281.56,281.9,281.04,1512100,180326182.0,000832.SH
20160531,281.56,283.63,284.01,281.44,4245800,488596864.0,000832.SH
20160601,283.74,284.11,284.51,283.58,4459200,518852800.0,000832.SH
20160602,284.16,283.88,284.72,283.33,2019900,233647303.0,000832.SH
20160603,283.99,284.27,284.36,283.39,3318300,393029952.0,000832.SH
20160606,284.56,284.41,284.99,284.11,1820700,219596130.0,000832.SH
20160607,284.35,280.82,284.56,280.36,4927500,559606560.0,000832.SH
20160608,280.79,280.96,281.09,279.86,3197500,354336032.0,000832.SH
20160613,280.92,279.81,280.94,279.72,1820800,208320213.0,000832.SH
20160614,279.81,280.24,280.3,279.36,1569200,180081982.0,000832.SH
20160615,280.23,281.4,281.84,279.81,1945900,234528611.0,000832.SH
20160616,281.38,280.58,281.55,280.27,2566700,315955152.0,000832.SH
20160617,280.58,280.5,281.39,280.46,1999700,233970637.0,000832.SH
20160620,280.52,280.43,280.87,279.99,1294700,148494284.0,000832.SH
20160621,280.52,280.53,281.08,280.07,2045700,252906767.0,000832.SH
20160622,280.46,281.07,281.14,280.27,1734600,204579197.0,000832.SH
20160623,281.13,281.77,281.79,280.6,2662300,318585520.0,000832.SH
20160624,281.78,281.23,282.02,280.2,2221800,261147653.0,000832.SH
20160627,281.23,281.52,281.54,280.98,1555600,182116036.0,000832.SH
20160628,281.52,281.94,282.0,280.84,2033800,242941145.0,000832.SH
20160629,282.0,283.15,283.31,281.87,4317200,508073104.0,000832.SH
20160630,283.09,282.9,283.19,282.36,3406100,401833136.0,000832.SH
20160701,282.9,282.73,283.04,282.35,1338500,155168019.0,000832.SH
20160704,282.65,286.16,286.36,282.57,5544300,651294080.0,000832.SH
20160705,286.19,287.35,288.38,285.83,6135900,715575392.0,000832.SH
20160706,287.39,288.16,288.24,286.69,3648600,434800416.0,000832.SH
20160707,288.2,288.07,288.48,287.14,4484900,533832000.0,000832.SH
20160708,287.9,286.07,287.9,285.52,5108400,600394224.0,000832.SH
20160711,286.07,285.41,286.58,285.35,3434800,401123696.0,000832.SH
20160712,285.41,286.05,286.09,284.16,4755700,558496880.0,000832.SH
20160713,286.58,289.37,289.5,286.29,7254400,852844256.0,000832.SH
20160714,289.35,289.45,290.02,288.92,3677100,439385808.0,000832.SH
20160715,289.49,288.85,290.1,288.73,1462800,171092344.0,000832.SH
20160718,288.87,288.0,289.2,287.82,1875100,219919702.0,000832.SH
20160719,288.0,287.34,288.53,286.94,2236400,262146113.0,000832.SH
20160720,287.14,288.03,288.39,286.94,2977200,359539184.0,000832.SH
20160721,287.98,290.04,291.21,287.98,5163300,625846176.0,000832.SH
20160722,289.83,289.24,290.8,289.11,2364400,280034592.0,000832.SH
20160725,289.2,288.31,289.55,288.21,2415800,288276016.0,000832.SH
20160726,288.14,289.71,289.85,288.1,2518700,299843184.0,000832.SH
20160727,289.75,287.94,290.54,287.15,3456900,409752000.0,000832.SH
20160728,287.95,287.94,288.75,287.29,3333700,402081168.0,000832.SH
20160729,287.98,285.9,288.6,285.87,2327300,281028352.0,000832.SH
20160801,286.01,285.27,286.23,284.62,2039700,240800457.0,000832.SH
20160802,285.27,285.87,285.96,285.13,1323400,154843539.0,000832.SH
20160803,286.02,287.18,287.72,285.67,1343400,157076544.0,000832.SH
20160804,287.08,287.89,288.02,286.91,1207000,144175298.0,000832.SH
20160805,287.84,288.28,288.61,287.79,2973100,343282816.0,000832.SH
20160808,288.24,288.85,288.92,287.95,2219100,261852709.0,000832.SH
20160809,289.01,290.28,290.36,288.8,2297100,274325552.0,000832.SH
20160810,290.2,290.33,290.62,290.09,1198200,143175486.0,000832.SH
20160811,290.33,290.05,290.71,289.99,2073000,248678813.0,000832.SH
20160812,290.03,291.08,291.27,289.77,3242700,386765968.0,000832.SH
20160815,291.1,295.77,296.14,291.1,9344700,1124183648.0,000832.SH
20160816,295.38,295.68,296.2,295.32,6581900,783862240.0,000832.SH
20160817,295.67,295.51,295.91,294.85,3922700,469185248.0,000832.SH
20160818,295.49,297.7,298.23,295.46,3691000,463258368.0,000832.SH
20160819,297.69,297.75,298.12,296.64,2757100,335642640.0,000832.SH
20160822,297.73,296.33,297.91,296.32,1869300,222755299.0,000832.SH
20160823,296.24,294.88,296.42,294.69,1461500,176863751.0,000832.SH
20160824,294.88,294.33,295.27,294.08,2053400,243154734.0,000832.SH
20160825,294.38,294.25,294.48,292.96,2254300,271241440.0,000832.SH
20160826,294.26,294.15,294.77,293.9,1202200,144617098.0,000832.SH
20160829,294.17,293.42,294.39,293.32,1033000,124820941.0,000832.SH
20160830,293.41,292.93,294.13,292.82,1333500,158723179.0,000832.SH
20160831,292.93,292.75,293.28,292.41,1721300,208019121.0,000832.SH
20160901,292.75,292.35,293.21,292.24,1510100,183505689.0,000832.SH
20160902,292.43,292.4,293.42,291.89,3039600,372313936.0,000832.SH
20160905,292.4,293.06,293.56,292.4,1443800,175344701.0,000832.SH
20160906,293.07,294.57,294.83,293.02,2991700,366320144.0,000832.SH
20160907,294.7,295.73,296.43,294.59,2275100,278442672.0,000832.SH
20160908,295.73,296.22,296.23,295.52,1514800,193154361.0,000832.SH
20160909,296.22,296.17,296.8,296.09,1039200,131227754.0,000832.SH
20160912,295.96,293.95,295.96,293.79,2058600,249299772.0,000832.SH
20160913,293.95,294.17,294.77,293.85,1320900,163367955.0,000832.SH
20160914,294.17,293.92,294.69,293.71,764700,89925032.0,000832.SH
20160919,294.16,294.39,294.73,293.82,1260900,151452368.0,000832.SH
20160920,294.39,294.06,294.67,293.3,1926600,233995780.0,000832.SH
20160921,294.06,294.31,294.54,293.57,990400,117426197.0,000832.SH
20160922,294.28,294.96,295.11,294.28,1565900,195302529.0,000832.SH
20160923,295.03,294.92,295.42,294.78,612700,74104183.0,000832.SH
20160926,294.92,293.48,294.92,293.19,1029300,125732050.0,000832.SH
20160927,293.47,293.24,293.73,292.78,900900,108405319.0,000832.SH
20160928,293.29,293.26,293.52,293.06,1171500,145634509.0,000832.SH
20160929,293.26,293.85,294.13,293.2,979300,119096097.0,000832.SH
20160930,293.85,294.4,294.55,293.77,547800,65365236.0,000832.SH
20161010,294.4,294.73,294.76,294.14,1518700,184823086.0,000832.SH
20161011,294.76,295.13,295.15,294.61,1254600,154109657.0,000832.SH
20161012,295.13,295.28,295.29,294.9,1043900,127297221.0,000832.SH
20161013,295.29,295.27,295.57,294.8,3260500,397707008.0,000832.SH
20161014,295.27,295.51,295.51,295.01,1410900,171181275.0,000832.SH
20161017,295.51,295.41,295.83,295.14,999500,123383027.0,000832.SH
20161018,295.42,296.7,296.8,295.27,1196900,148156421.0,000832.SH
20161019,296.53,297.19,297.32,296.46,2440700,310685632.0,000832.SH
20161020,297.19,297.81,298.01,297.11,1515200,187280945.0,000832.SH
20161021,297.81,297.86,298.68,297.59,852100,104123099.0,000832.SH
20161024,297.86,298.87,299.34,297.83,2428800,305371152.0,000832.SH
20161025,298.87,298.82,299.03,298.56,1679800,204740632.0,000832.SH
20161026,298.84,298.24,299.06,297.87,1030200,128850725.0,000832.SH
20161027,298.23,297.57,298.3,297.36,1309000,163334260.0,000832.SH
20161028,297.57,298.44,298.63,297.56,1215000,151153862.0,000832.SH
20161031,298.44,298.29,298.5,297.54,710100,91138932.0,000832.SH
20161101,299.31,298.53,299.37,298.09,1989300,240775934.0,000832.SH
20161102,298.55,298.21,298.58,298.06,1180200,148813993.0,000832.SH
20161103,298.21,298.9,299.11,298.07,1994600,242128825.0,000832.SH
20161104,298.9,299.71,300.39,298.85,3705900,456943248.0,000832.SH
20161107,299.71,300.17,300.49,299.54,2361100,291782160.0,000832.SH
20161108,300.17,300.58,300.95,300.15,2739000,344345504.0,000832.SH
20161109,300.59,300.27,300.96,300.09,2146900,262179222.0,000832.SH
20161110,300.38,301.42,301.56,300.38,2363700,298892992.0,000832.SH
20161111,301.42,302.31,302.67,301.33,4137900,517800192.0,000832.SH
20161114,302.3,303.06,303.55,302.3,4040000,498032608.0,000832.SH
20161115,303.06,302.37,303.27,302.02,2705400,330351344.0,000832.SH
20161116,302.37,302.39,302.71,301.91,2026800,247432522.0,000832.SH
20161117,302.39,302.5,302.66,302.0,856700,106700654.0,000832.SH
20161118,302.5,302.15,302.89,301.72,1288100,158447874.0,000832.SH
20161121,302.13,302.11,302.68,301.94,1379000,169160971.0,000832.SH
20161122,302.17,302.91,303.25,302.1,1275100,161592662.0,000832.SH
20161123,302.91,302.72,303.46,302.51,1655400,205112734.0,000832.SH
20161124,302.72,302.85,303.47,302.6,1422300,178947457.0,000832.SH
20161125,302.89,303.1,303.18,301.98,1638100,203170860.0,000832.SH
20161128,303.1,303.54,303.86,303.04,1614000,200264003.0,000832.SH
20161129,303.54,302.38,303.54,302.08,2514700,307466240.0,000832.SH
20161130,302.38,300.33,302.41,299.75,3554100,441175424.0,000832.SH
20161201,300.33,298.95,300.51,298.62,1694900,207316639.0,000832.SH
20161202,298.91,297.62,299.08,297.54,1623500,201718164.0,000832.SH
20161205,297.62,293.04,297.67,292.84,3762600,459082176.0,000832.SH
20161206,292.52,291.35,293.6,290.93,4704600,556235632.0,000832.SH
20161207,291.25,292.98,293.31,290.47,2080400,251392986.0,000832.SH
20161208,292.98,293.81,294.25,292.93,1384200,167792613.0,000832.SH
20161209,294.11,293.52,294.42,293.21,1216200,146381143.0,000832.SH
20161212,293.52,286.81,293.81,286.38,3385400,397474432.0,000832.SH
20161213,287.39,284.41,287.64,283.45,6694000,781306288.0,000832.SH
20161214,284.44,283.3,284.63,283.29,3080800,360106752.0,000832.SH
20161215,283.31,280.06,283.31,279.72,10734900,1239148912.0,000832.SH
20161216,280.07,282.2,282.27,280.07,5450200,644259248.0,000832.SH
20161219,282.07,279.02,282.12,278.89,4588700,537705216.0,000832.SH
20161220,279.01,276.66,279.25,276.14,6000900,675740112.0,000832.SH
20161221,276.96,280.99,281.29,276.96,6510300,748255232.0,000832.SH
20161222,281.27,282.99,283.47,280.86,4243100,487021616.0,000832.SH
20161223,282.93,283.16,283.48,282.3,3520100,415815312.0,000832.SH
20161226,283.09,283.14,283.31,281.09,2559300,299707088.0,000832.SH
20161227,283.0,283.26,283.94,282.83,3011200,354370960.0,000832.SH
20161228,283.19,281.98,283.63,281.6,2015000,235383595.0,000832.SH
20161229,282.33,282.49,282.88,281.95,1952900,224145752.0,000832.SH
20161230,282.4,283.34,283.49,282.23,2018600,231507005.0,000832.SH
20170103,283.34,284.12,284.79,283.22,1534800,181053873.0,000832.SH
20170104,284.08,285.87,285.93,284.03,2075800,241999687.0,000832.SH
20170105,285.9,286.03,287.08,285.84,3739100,432362864.0,000832.SH
20170106,286.18,285.68,286.55,285.46,1563900,183621849.0,000832.SH
20170109,285.68,287.01,287.02,285.68,2743500,319914576.0,000832.SH
20170110,287.0,286.45,287.53,286.33,2999700,351143472.0,000832.SH
20170111,286.45,285.58,286.82,285.58,2018200,235919144.0,000832.SH
20170112,285.66,285.01,286.04,284.83,2046800,240115889.0,000832.SH
20170113,285.01,284.2,285.01,283.68,1736500,200551957.0,000832.SH
20170116,284.39,282.06,284.39,281.61,2045700,235835316.0,000832.SH
20170117,282.18,282.64,282.96,281.62,2170700,247436624.0,000832.SH
20170118,282.69,282.05,282.92,281.92,1855300,208883419.0,000832.SH
20170119,282.04,281.86,282.51,281.51,1744000,200870840.0,000832.SH
20170120,281.87,283.23,283.34,281.82,1558900,175871178.0,000832.SH
20170123,283.23,283.52,284.16,283.23,1533600,177691361.0,000832.SH
20170124,283.52,283.04,283.97,282.94,695300,79707555.0,000832.SH
20170125,282.88,283.64,283.73,282.53,726700,82446510.0,000832.SH
20170126,283.64,284.34,284.35,283.51,863300,97917198.0,000832.SH
20170203,284.46,282.61,284.5,282.52,1348800,153838866.0,000832.SH
20170206,282.62,282.73,282.97,282.09,1724200,198647480.0,000832.SH
20170207,282.81,282.57,283.2,282.35,2398100,272339136.0,000832.SH
20170208,282.8,282.83,282.95,282.33,1667600,192026298.0,000832.SH
20170209,282.85,283.46,283.57,282.79,1832300,209922693.0,000832.SH
20170210,283.46,284.53,284.92,283.4,3857200,444788752.0,000832.SH
20170213,284.66,285.09,285.28,284.65,2215600,256397484.0,000832.SH
20170214,285.09,285.03,285.23,284.91,1074100,123619933.0,000832.SH
20170215,285.04,284.82,285.33,284.58,1607400,188086791.0,000832.SH
20170216,284.82,284.54,284.86,284.32,1953900,228840012.0,000832.SH
20170217,284.54,283.55,284.83,283.31,1170200,133954760.0,000832.SH
20170220,283.55,285.15,285.2,283.55,4363500,514848272.0,000832.SH
20170221,285.44,286.5,286.63,285.35,11438700,1378555584.0,000832.SH
20170222,286.48,287.2,287.2,286.2,2963400,349185296.0,000832.SH
20170223,287.2,286.97,287.48,286.65,2551100,301169120.0,000832.SH
20170224,286.9,286.99,287.17,286.33,2820500,337079392.0,000832.SH
20170227,287.02,285.99,287.1,285.79,1634800,192965504.0,000832.SH
20170228,285.99,286.16,286.38,285.95,2941600,354740224.0,000832.SH
20170301,286.16,285.84,286.44,285.67,1874600,223696210.0,000832.SH
20170302,285.87,285.24,286.5,285.03,1351800,158523366.0,000832.SH
20170303,285.24,285.47,285.58,284.75,1472800,176938160.0,000832.SH
20170306,285.47,285.93,286.03,285.37,1767000,210799825.0,000832.SH
20170307,285.93,286.96,287.63,285.75,7909900,966356736.0,000832.SH
20170308,286.96,286.27,287.22,285.99,2586700,301378640.0,000832.SH
