open,high,low,close,volume,date,symbol
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,19680,19850213,GOLD
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,65920,19850214,GOLD
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,31360,19850215,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,9120,19850219,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,40000,19850220,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,28960,19850221,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,65600,19850222,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,53600,19850225,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,28800,19850226,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,15200,19850227,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,34560,19850228,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,64000,19850301,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,8000,19850304,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,19200,19850305,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,71200,19850306,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,50560,19850307,GOLD
0.0,0.35612764954566956,0.35612764954566956,0.35612764954566956,252320,19850308,GOLD
0.0,0.35612764954566956,0.35612764954566956,0.35612764954566956,55200,19850311,GOLD
0.0,0.35612764954566956,0.35612764954566956,0.35612764954566956,87040,19850312,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,16480,19850313,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,8320,19850314,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,8800,19850315,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,58880,19850318,GOLD
0.0,0.4578783810138702,0.4578783810138702,0.45787838101387024,150240,19850319,GOLD
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,58880,19850320,GOLD
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,46880,19850321,GOLD
0.0,0.4578783810138702,0.4578783810138702,0.45787838101387024,25600,19850322,GOLD
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,47840,19850325,GOLD
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,25600,19850326,GOLD
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,7840,19850327,GOLD
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,46080,19850328,GOLD
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,19360,19850329,GOLD
0.0,0.4578786604106426,0.407003253698349,0.407003253698349,54720,19850401,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,76000,19850402,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,13280,19850403,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,76000,19850404,GOLD
0.407003253698349,0.407003253698349,0.407003253698349,0.407003253698349,0,19850408,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,19040,19850409,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,13440,19850410,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,30880,19850411,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,28160,19850412,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,41760,19850415,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,16640,19850416,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,41600,19850417,GOLD
0.0,0.407003253698349,0.3561278469860554,0.407003253698349,3200,19850418,GOLD
0.0,0.4578783810138702,0.4070030053456624,0.45787838101387024,7680,19850419,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,51360,19850422,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,37440,19850423,GOLD
0.0,0.407003253698349,0.3561278469860554,0.407003253698349,24160,19850424,GOLD
0.0,0.407003253698349,0.3561278469860554,0.407003253698349,73920,19850425,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,9600,19850426,GOLD
0.0,0.407003253698349,0.3561278469860554,0.407003253698349,420160,19850429,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,28320,19850430,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,12640,19850501,GOLD
0.0,0.407003253698349,0.3561278469860554,0.407003253698349,12160,19850502,GOLD
0.0,0.407003253698349,0.407003253698349,0.407003253698349,39040,19850503,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,79360,19850506,GOLD
0.0,0.407003253698349,0.3561278469860554,0.407003253698349,13120,19850507,GOLD
0.0,0.4070030280521938,0.35612764954566956,0.35612764954566956,18080,19850508,GOLD
0.0,0.407003253698349,0.3561278469860554,0.407003253698349,102400,19850509,GOLD
0.0,0.407003253698349,0.3561278469860554,0.407003253698349,69920,19850510,GOLD
